"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44343227","30.58.6","0","","","","0"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44343227","30.58.6","0","","","","0"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44343227","30.58.6","0","","","","0"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44343227","30.58.6","0","","","","0"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44343227","30.58.6","1","","","","0"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","0","","","","0"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","0","","","","0"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","0","","","","0"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","0","","","","0"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","1","","","","0"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","2","","","","0"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","2","","","","0"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","0","","","","0"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","4","","","","0"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","7","","","","0"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44366078","30.58.7","9","","","","0"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.00","","","","2"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.00","","","","2"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.00","","","","2"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.00","","","","2"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.11","","","","2"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.21","","","","2"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.21","","","","2"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.00","","","","2"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.41","","","","2"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.70","","","","2"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44342446","30.58.8","0.90","","","","2"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","0","","","","0"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","0","","","","0"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","0","","","","0"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","0","","","","0"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","1","","","","0"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","2","","","","0"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","2","","","","0"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","0","","","","0"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","4","","","","0"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","7","","","","0"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44330653","30.58.9","8","","","","0"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.00","","","","2"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.00","","","","2"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.00","","","","2"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.00","","","","2"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.12","","","","2"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.23","","","","2"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.23","","","","2"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.00","","","","2"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.44","","","","2"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.77","","","","2"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44417166","30.58.10","0.88","","","","2"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","0","","","","0"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365435","30.58.11","1","","","","0"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","0.00","","","","2"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44355229","30.58.12","1.12","","","","2"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53100488","30.58.13","0","","","","0"
"2011","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2012","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2013","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2014","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2015","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2016","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2017","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2018","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2019","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2020","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2021","Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53100489","30.58.14","0.00","","","","2"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","2","","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","2","","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","11","","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","7","","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","12","","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","27","","","","0"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","9","","","","0"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","15","","","","0"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","25","","","","0"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","26","","","","0"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44366238","33.58.1","38","","","","0"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.05","","","","2"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.05","","","","2"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.28","","","","2"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.17","","","","2"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.29","","","","2"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.64","","","","2"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.21","","","","2"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.35","","","","2"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.57","","","","2"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.59","","","","2"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44388908","33.58.2","0.86","","","","2"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","","..","","","2"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","","..","","","2"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","","..","","","2"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","-37.96","","","","2"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","68.91","","","","2"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","122.23","","","","2"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","-67.02","","","","2"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","64.45","","","","2"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","64.21","","","","2"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","2.65","","","","2"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44395443","33.58.3","45.40","","","","2"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","","..","","","0"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","7","","","","0"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","11","","","","0"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","7","","","","0"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","13","","","","0"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168879","33.58.15","16","","","","0"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","","..","","","2"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","43.75","","","","2"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","42.31","","","","2"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","21.88","","","","2"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","33.33","","","","2"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168880","33.58.16","29.63","","","","2"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","2","","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","1","","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","10","","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","6","","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","11","","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","17","","","","0"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","8","","","","0"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","6","","","","0"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","5","","","","0"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","15","","","","0"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44374457","33.58.4","19","","","","0"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","1","","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","1","","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","8","","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","5","","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","10","","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","12","","","","0"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","7","","","","0"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","6","","","","0"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","3","","","","0"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","11","","","","0"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44371244","33.58.5","19","","","","0"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","1","","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","0","","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","2","","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","1","","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","1","","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","5","","","","0"
"2017","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","1","","","","0"
"2018","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","0","","","","0"
"2019","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","2","","","","0"
"2020","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","4","","","","0"
"2021","Alberta [48]","2016A000248","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44393300","33.58.6","0","","","","0"
"2011","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","1","","","","0"
"2012","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","0","","","","0"
"2013","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","12","","","","0"
"2014","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","6","","","","0"
"2015","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","15","","","","0"
"2016","Alberta [48]","2016A000248","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44361840","33.58.7","12","","","","0"
