"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62059691","22.58.13","0","","","","0"
"2018","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62059691","22.58.13","0","","","","0"
"2019","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62059691","22.58.13","0","","","","0"
"2020","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62059691","22.58.13","0","","","","0"
"2021","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62059691","22.58.13","0","","","","0"
"2011","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2012","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2013","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2014","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2015","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2016","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2017","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2018","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2019","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2020","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2021","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62059692","22.58.14","0.00","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","1","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","1","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","2","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","2","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","3","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v52118916","45.58.1","2","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.00","","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.00","","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.00","","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.00","","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.00","","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.69","","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","0.68","","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","1.35","","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","1.33","","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","1.96","","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v52118921","45.58.2","1.28","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62132131","45.58.3","","..","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","","..","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","0","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","0","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000176175","45.58.15","0","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","","..","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","0.00","","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","0.00","","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","0.00","","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","0.00","","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000176176","45.58.16","0.00","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","1","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","2","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","2","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v52118923","45.58.4","1","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","1","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","2","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","2","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v52118919","45.58.5","1","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v52118920","45.58.6","0","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","1","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","3","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","2","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v52118922","45.58.7","3","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.80","","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","2.35","","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","0.00","","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","1.52","","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v52118924","45.58.8","2.23","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","1","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","3","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","2","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v52118917","45.58.9","2","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.88","","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","2.56","","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","0.00","","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","1.65","","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v52118918","45.58.10","1.62","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","0","","","","0"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v52118925","45.58.11","1","","","","0"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2012","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2013","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2014","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2015","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2016","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2017","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2018","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2019","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2020","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","0.00","","","","2"
"2021","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v52118926","45.58.12","8.98","","","","2"
"2011","Brantford, Ontario [35543]","2021A003535543","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53087662","45.58.13","0","","","","0"
